id,title,picture,title_en,title_ja,start_date,end_date,synopsis,mean_score,rank,popularity,nsfw,media_type,status,genres,num_episodes,source,average_episode_duration_seconds,rating,studios,num_list_users,num_scoring_users,watching,completed,on_hold,dropped,plan_to_watch
21855,Hanamonogatari,https://cdn.myanimelist.net/images/anime/13/65755.jpg,Hanamonogatari,花物語,2014-08-16,2014-08-16,"Now that Koyomi Araragi and Hitagi Senjougahara have graduated, very few familiar faces remain at Naoetsu Private High School. One of these is Suruga Kanbaru, holder of the Monkey's Paw. When she begins to hear talk of a mysterious being known as the ""Devil"" who will magically solve any problem, Kanbaru immediately thinks these rumors are about her and decides to investigate.  She discovers the Devil is actually Rouka Numachi, a former basketball rival from junior high who is no longer able to play due to a leg injury. Rouka provides free advice to those who seek her out. Acting as a collector of misfortune, she enjoys relieving the stress of her clients by providing them with the false hope of having their problems solved. Although Kanbaru sees no real harm being done, she reprimands Rouka for lying and heads home, relieved she is not the cause of the rumors. But she may have a reason to worry after all: she finds that her left hand has reverted back to its human form.  [Written by MAL Rewrite]",7.91,846,568,False,tv_special,finished_airing,"Comedy,Mystery,Supernatural",5,light_novel,1540,r,Shaft,448607,252601,11038,325739,5022,2294,104483
21861,Airy Me,https://cdn.myanimelist.net/images/anime/7/78635.jpg,,Airy Me,2013-07-17,2013-07-17,"A test subject is administered daily medication by a nurse in a ward where mysterious medical experiments take place. One day, when the nurse presses the switch of the test subject, it successfully transforms into a chimera. When the test subject continues to hold human desires to take on non-human forms, what spectacle will arise as a result? And what effect will this have on the subject's relationship with the nurse?  (Source: Japan Media Arts Festival)",6.34,8286,8876,False,movie,finished_airing,"Avant Garde,Award Winning,Drama,Horror,Music",1,music,338,pg_13,,5674,2988,121,4131,37,96,1289
21863,Mangaka-san to Assistant-san to The Animation,https://cdn.myanimelist.net/images/anime/11/62219.webp,The Comic Artist and His Assistants,マンガ家さんとアシスタントさんと THE ANIMATION,2014-04-08,2014-06-24,"Yuuki Aito is a perverted manga artist who appreciates panties, wishing to draw as many as he can. Being surrounded by numerous female assistants, he is constantly asking to use them as references for the manga he draws.   Although Aito has an extremely degenerate mind, he can also be a very kind, generous, and helpful person. The duality of his behavior confuses his assistants—do they love the considerate side of him that he rarely displays, or do they hate him for the perverted thoughts he has most of the time?  [Written by MAL Rewrite]",7.08,4163,933,False,tv,finished_airing,"Comedy,Ecchi,Harem,Seinen",12,manga,780,pg_13,Zexcs,289598,134784,15722,176546,6795,10138,80351
21867,Edogawa Conan Shissou Jiken: Shijou Saiaku no Futsukakan,https://cdn.myanimelist.net/images/anime/1533/133822.jpg,The Disappearance of Conan Edogawa: The Worst Two Days in History,名探偵コナン 江戸川コナン失踪事件～史上最悪の二日間～,2014-12-26,2014-12-26,"The anime special celebrates the 20th anniversary of Gosho Aoyama's original manga, and it recounts a previously untold story from Conan's past.  (Source: ANN)",7.76,1190,6032,False,tv_special,finished_airing,"Adventure,Comedy,Detective,Mystery,Shounen",1,manga,5493,pg_13,TMS Entertainment,14589,6954,351,11184,112,220,2719
21869,Tarepanda,https://cdn.myanimelist.net/images/anime/2/57547.webp,,たれぱんだ,2000-07-25,2000-07-25,A panda rolling around to music. ,5.61,12230,17727,False,ova,finished_airing,"Award Winning,Music",1,,1057,g,,517,154,27,220,9,83,178
21875,Chou Akuukan Bouheki Cheese Napolitan,https://cdn.myanimelist.net/images/anime/5/58105.webp,,超亜空間防壁チーズ・ナポリタン,2013-12-29,2013-12-29,"GMO Internet's full 3D CG two-minute anime special featuring its two female mascots. The video features the image song ""Up To You"" by Maaya Uchida and Sumire Uesaka.  (Source: ANN)",5.27,13272,13124,False,ona,finished_airing,Music,1,other,129,pg_13,Khara,1588,708,52,1041,14,54,425
21877,High Score Girl,https://cdn.myanimelist.net/images/anime/1668/91345.webp,Hi Score Girl,ハイスコアガール,2018-07-14,2018-09-29,"The year is 1991, and arcade video games are the latest craze. Becoming a professional gamer is a far-fetched dream in an industry that has yet to spread its influence. Yet, that is the path sixth-grader Haruo Yaguchi wants to pursue. His aptitude for video games has earned him respect in local arcades and bestowed him with confidence and pride, both of which are shattered when fellow classmate Akira Oono easily defeats him in Street Fighter 2.  Akira is rich, pretty, and smart—as close as can be to a perfect girl. But Haruo had never cared about these things as, despite his multiple shortcomings as a person, his supremacy in video games was, in his mind, undisputed. So, now that someone has appeared who can rival him, part of Haruo cannot help but loathe her. Another part, however, itches for somebody who can compete with him on equal terms, and Akira is more than capable.  [Written by MAL Rewrite]",7.74,1243,977,False,tv,finished_airing,"Comedy,Love Polygon,Romance,School,Seinen,Video Game",12,manga,1470,pg_13,J.C.Staff,277132,144672,13627,176401,6560,11406,69107
21879,Sword Art Online: Sword Art Offline - Extra Edition,https://cdn.myanimelist.net/images/anime/1944/122685.jpg,Sword Art Offline: Extra Edition,そーどあーと・おふらいん Extra Edition,2014-04-23,2014-04-23,Extra episode of Sword Art Offline included in the Sword Art Online: Extra Edition Blu-ray and DVD.,6.59,6743,2921,False,special,finished_airing,Comedy,1,light_novel,825,pg_13,I was a Ballerina,69039,29948,1228,49417,837,1034,16514
21881,Sword Art Online II,https://cdn.myanimelist.net/images/anime/1223/121999.jpg,Sword Art Online II,ソードアート・オンライン II,2014-07-05,2014-12-20,"A year after escaping Sword Art Online, Kazuto Kirigaya has been settling back into the real world. However, his peace is short-lived as a new incident occurs in a game called Gun Gale Online, where a player by the name of Death Gun appears to be killing people in the real world by shooting them in-game. Approached by officials to assist in investigating the murders, Kazuto assumes his persona of Kirito once again and logs into Gun Gale Online, intent on stopping the killer.  Once inside, Kirito meets Sinon, a highly skilled sniper afflicted by a traumatic past. She is soon dragged in his chase after Death Gun, and together they enter the Bullet of Bullets, a tournament where their target is sure to appear. Uncertain of Death Gun's real powers, Kirito and Sinon race to stop him before he has the chance to claim another life. Not everything goes smoothly, however, as scars from the past impede their progress. In a high-stakes game where the next victim could easily be one of them, Kirito puts his life on the line in the virtual world once more.  [Written by MAL Rewrite]",6.71,6014,40,False,tv,finished_airing,"Action,Adventure,Fantasy,Romance,Video Game",24,light_novel,1420,pg_13,A-1 Pictures,2080267,1392911,82223,1772325,30190,88972,106470
21891,Natsumi Step!,https://cdn.myanimelist.net/images/anime/8/57841.jpg,,なつみ STEP!,2003,2003,A story about an adorable girl who travels to an effervescent fantasy land.  But things are not what it seems.,5.12,,17845,False,music,finished_airing,Music,1,original,120,g,,507,260,19,378,4,33,73
21899,Gintama: Yorinuki Gintama-san on Theater 2D,https://cdn.myanimelist.net/images/anime/1172/90571.jpg,,銀魂 よりぬき銀魂さんオンシアター2D,2012-08-26,2012-08-26,"Demonic Vice-Commander of the Shinsengumi, Toushirou Hijikata, acquires a cursed sword—one which completely rewrites his personality, morphing him from a hard-boiled, no-nonsense cop into a hopeless otaku. As he struggles to break the curse, an ambitious new member of the police force, Itou Kamotarou, seizes the opportunity to depose Hijikata in his bid for power within the organization. However, Itou's scheme is revealed to be more devious than anyone imagined, and the very existence of the Shinsengumi is thrown into peril.  In another time and place, the Yorozuya squad is suddenly greeted by a potential new recruit. Before them is a mysterious young woman named Pirako Doromizu who hides a penchant for extreme violence behind her smiling, enthusiastic exterior. However, unbeknownst to Gintoki and the others, Pirako has strong ties to one of the ruling figures of the Kabuki district of Edo, and her arrival sets off a chain reaction that throws the inhabitants of the district into a civil war.  [Written by MAL Rewrite]",8.42,195,3556,False,movie,finished_airing,"Action,Comedy,Gag Humor,Historical,Parody,Samurai,Sci-Fi,Shounen",2,manga,5766,pg_13,Sunrise,48136,18087,1810,28023,747,784,16770
21913,Kanbee-kun ga Yuku,https://cdn.myanimelist.net/images/anime/8/57663.webp,,官兵衛くんがゆく,2014-01-02,2014-01-03,"Kanbee-kun with Nobunaga, Hideyoshi, and Ieyasu in manga. They are popular characters from ""Rekishi Hiwa Historia,"" the history show.",,17716,20766,False,tv_special,finished_airing,"Comedy,Historical,Kids",3,,120,pg,,299,72,15,125,10,67,82
21925,Chichiiro Toiki,https://cdn.myanimelist.net/images/anime/1503/115148.jpg,,乳色吐息,2014-05-30,2014-09-05,"Based on the adult manga by Goban.  Takashi's childhood friend Saya and his younger sister Mika may not see him as a real man, but just being around them has been provoking him more and more. Following yet another failed proposal on his part, Saya feels bad for him and lets him grope her breasts, but it quickly gets out of hand and turns into a full night of full-blown sex!  (Source: IMDB) ",7.07,,5733,True,ova,finished_airing,Hentai,2,manga,888,rx,Rabbit Gate,16774,6891,1636,10126,670,537,3803
21933,Sore Ike! Anpanman: Anpanman to Happy Otanjoubi,https://cdn.myanimelist.net/images/anime/8/57671.webp,,それいけ!アンパンマン アンパンマンとハッピーおたんじょう日,1995-07-29,1995-07-29,An animated short movie about Anpanman an his friends preparing for celebrating a birthday.,,15283,18309,False,movie,finished_airing,"Comedy,Fantasy,Kids",1,,1789,pg,,467,111,26,193,15,108,125
21935,Sore Ike! Anpanman: Anpanman to Okashina Nakama,https://cdn.myanimelist.net/images/anime/7/57673.webp,,それいけ!アンパンマン アンパンマンとおかしな仲間,1998-07-25,1998-07-25,,5.91,10771,18258,False,movie,finished_airing,"Comedy,Fantasy,Kids",1,,1497,pg,,471,118,29,200,13,101,128
21937,Sore Ike! Anpanman: Anpanman to Yukai na Nakama-tachi,https://cdn.myanimelist.net/images/anime/1141/138951.webp,,それいけ!アンパンマン アンパンマンとゆかいな仲間たち,1992-03-14,1992-03-14,"Anpanman's friends get the spotlight in this collection of three adventures. In the first, Baikinman kidnaps Anpanman and others and it's up to the toddler Aka-chanman to save them from Baikinman's dangerous amusement park, the Baikin-dome! The next story takes place in a wild west setting, where Baikinman and his Kabi Gang are hijacking train deliveries. SLman, a steam locomotive, and Currypanman agree to make an important food delivery, but can they overcome Baikinman's Gang? The third and last segment has Anpanman and his friends building handmade vehicles to go on a trip together, and as each new one joins the group, they sing their theme songs, creating an Anpanman song medley!  (Source: Shiteater Fansubs)",5.78,11424,16710,False,movie,finished_airing,"Comedy,Fantasy,Kids",1,,1915,pg,,631,199,34,320,18,103,155
21939,Mushishi Zoku Shou,https://cdn.myanimelist.net/images/anime/13/58533.webp,Mushi-shi: Next Passage Part 1,蟲師 続章,2014-04-05,2014-06-21,"Perceived as strange and feared by man, over time the misshapen ones came to be known as Mushi. Although they harbor no ill intentions towards humans, many suffer from the side effects of their existence and strange nature; exploiting the Mushi without understanding them, even unintentionally, can lead to disaster and strife for any involved. Mushishi Zoku Shou continues the story of Mushishi Ginko on his journey to help the visible world to coexist with the Mushi.  During his travels, Ginko discovers various gifted individuals—those cursed by circumstance and those maintaining a fragile symbiosis with the Mushi—inevitably confronting the question of whether humanity, talented and tortured alike, can manage the responsibility of the unseen. Moreover, as a Mushishi, Ginko must learn more about these strange beings and decide if he has the right to interfere with the complex relationships between Mushi and mankind.  [Written by MAL Rewrite]",8.68,73,848,False,tv,finished_airing,"Adult Cast,Adventure,Historical,Iyashikei,Mystery,Seinen,Slice of Life,Supernatural",10,manga,1440,pg_13,Artland,321470,126314,18396,159397,8205,3855,131602
21941,Sore Ike! Anpanman: Anpanman no Jin-Jin-Jingle Bells,https://cdn.myanimelist.net/images/anime/7/57679.jpg,,それいけ!アンパンマン アンパンマンのジンジンジングルベル,2005-12-23,2005-12-23,,,15277,18459,False,tv_special,finished_airing,"Comedy,Fantasy,Kids",1,,2923,pg,,456,116,20,196,13,103,124
21943,Sore Ike! Anpanman: Baikinman to 3-bai Punch,https://cdn.myanimelist.net/images/anime/5/57681.webp,,それいけ!アンパンマン ばいきんまんと3ばいパンチ,1996-07-13,1996-07-13,,6.1,9699,18188,False,movie,finished_airing,"Comedy,Fantasy,Kids",1,,1814,pg,,477,133,27,208,17,105,120
21945,Sore Ike! Anpanman: Baikinman vs. Baikinman!?,https://cdn.myanimelist.net/images/anime/2/57699.webp,,それいけ!アンパンマン ばいきんまんVSバイキンマン!?,2009-07-04,2009-07-04,,,15289,18310,False,movie,finished_airing,"Comedy,Fantasy,Kids",1,,1265,pg,,467,110,31,189,20,108,119
21947,Sore Ike! Anpanman: Gomira no Hoshi,https://cdn.myanimelist.net/images/anime/3/57701.jpg,,それいけ!アンパンマン ゴミラの星,2001-07-14,2001-07-14,,5.97,10424,17592,False,movie,finished_airing,"Comedy,Fantasy,Kids",1,,3072,pg,,530,156,28,250,15,108,129
21951,Sore Ike! Anpanman: Hiya Hiya Hiyariko to Babu Babu Baikinman,https://cdn.myanimelist.net/images/anime/1907/139297.jpg,,それいけ!アンパンマン ヒヤヒヤヒヤリコとばぶ・ばぶばいきんまん,2008-07-12,2008-07-12,,,15305,18433,False,movie,finished_airing,"Comedy,Fantasy,Kids",1,,1264,pg,,458,107,27,187,16,107,121
21953,Sore Ike! Anpanman: Horrorman to Hora Horako,https://cdn.myanimelist.net/images/anime/9/57705.jpg,,それいけ!アンパンマン ホラーマンとホラ・ホラコ,2007-07-14,2007-07-14,,,15306,18414,False,movie,finished_airing,"Comedy,Fantasy,Kids",1,,1256,pg,,459,98,28,177,16,108,130
21955,Sore Ike! Anpanman: Kokin-chan to Namida no Christmas,https://cdn.myanimelist.net/images/anime/10/57707.jpg,,それいけ!アンパンマン コキンちゃんとなみだのクリスマス,2007-12-21,2007-12-21,,,15316,19057,False,tv_special,finished_airing,"Comedy,Fantasy,Kids",1,,2927,pg,,412,96,22,168,11,103,108
21957,Sore Ike! Anpanman: Kokin-chan to Aoi Namida,https://cdn.myanimelist.net/images/anime/7/57709.webp,,それいけ!アンパンマン コキンちゃんとあおいなみだ,2006-07-15,2006-07-15,"Anpanman finds an odd little girl from outer space. The girl turns out to be Kokin-chan, Dokin-chan's younger sister who came to Earth to play. Moreover, Kokin-chan is a master of fake crying and exploits her skill to get out of the trouble she causes. And her tears have the special power to make anyone whose eyes are touched by them cry without reason.  (Source: ANN)",,15314,18547,False,movie,finished_airing,"Comedy,Fantasy,Kids",1,,1276,pg,,450,111,25,185,18,107,115
21959,Sore Ike! Anpanman: Kuroyuki-hime to Mote Mote Baikinman,https://cdn.myanimelist.net/images/anime/11/57711.webp,,それいけ!アンパンマン くろゆき姫とモテモテばいきんまん,2005-07-16,2005-07-16,"Baikinman is snatched by a black cloud inhabited by a princess who loves black, Kuroyukihime. She is immediately thrilled with him and starts making trouble with him, turning everything black. However, both Dokin-chan and Anpanman are determined to stop her.  (Source: ANN)",6.22,8993,18287,False,movie,finished_airing,"Comedy,Fantasy,Kids",1,,1248,pg,,468,122,28,195,17,109,119
21961,Sore Ike! Anpanman: Minna Atsumare! Anpanman World,https://cdn.myanimelist.net/images/anime/8/57713.jpg,,それいけ!アンパンマン みんな集まれ!アンパンマンワールド,1994-07-16,1994-07-16,,5.87,10945,17886,False,movie,finished_airing,"Comedy,Fantasy,Kids",1,,1802,pg,,503,127,31,217,15,106,134
21963,Sore Ike! Anpanman: Tsukiko to Shiratama - Tokimeki Dancing,https://cdn.myanimelist.net/images/anime/4/57715.jpg,,それいけ!アンパンマン つきことしらたま〜ときめきダンシング〜,2004-07-17,2004-07-17,,,15334,18168,False,movie,finished_airing,"Comedy,Fantasy,Kids",1,,1239,pg,,479,123,25,197,16,109,132
